rank,search_mode,x,y,z,p_abs,local_p_ratio,local_p_ref,local_p_sample_count,U,grad_norm,well_depth,lambda_min_conf
83,full_grid,0.012376238,0.000000000,0.037466832,1.873542820e+03,1.135959706e-01,1.649303941e+04,6353,-7.244534454e-07,8.030963321e-05,2.735126190e-08,5.580204453e-02
84,full_grid,0.000000000,0.012376238,0.037466832,1.873542820e+03,1.135959706e-01,1.649303941e+04,6353,-7.244534454e-07,8.030963321e-05,2.735126190e-08,5.580204453e-02
85,full_grid,-0.041584158,0.041089109,0.042139109,1.254662182e+03,1.149949470e-01,1.091058533e+04,5898,-2.133772310e-07,1.940813388e-05,1.628615809e-10,2.597651067e-03
86,full_grid,0.041584158,0.041089109,0.042139109,1.254662182e+03,1.149949470e-01,1.091058533e+04,5898,-2.133772310e-07,1.940813388e-05,1.628615809e-10,2.597651067e-03
87,full_grid,0.041584158,-0.041089109,0.042139109,1.254662182e+03,1.149949470e-01,1.091058533e+04,5898,-2.133772310e-07,1.940813388e-05,1.628615809e-10,2.597651067e-03
88,full_grid,-0.041089109,-0.041584158,0.042139109,1.254662182e+03,1.149949470e-01,1.091058533e+04,5898,-2.133772310e-07,1.940813388e-05,1.628615809e-10,2.597651067e-03
89,full_grid,-0.048514851,-0.033663366,0.007734158,3.467615244e+02,1.225001472e-01,2.830702920e+03,4994,-8.991611096e-09,1.354225822e-07,2.705400336e-11,3.459570494e-04
90,full_grid,-0.048514851,0.033663366,0.007734158,3.467615244e+02,1.225001472e-01,2.830702920e+03,4994,-8.991611096e-09,1.354225822e-07,2.705400336e-11,3.459570494e-04
91,full_grid,0.048514851,-0.033663366,0.007734158,3.467615244e+02,1.225001472e-01,2.830702920e+03,4994,-8.991611096e-09,1.354225822e-07,2.705400336e-11,3.459570494e-04
92,full_grid,0.048514851,0.033663366,0.007734158,3.467615244e+02,1.225001472e-01,2.830702920e+03,4994,-8.991611096e-09,1.354225822e-07,2.705400336e-11,3.459570494e-04
93,full_grid,0.033663366,0.048514851,0.007734158,3.467615244e+02,1.225001472e-01,2.830702920e+03,4994,-8.991611096e-09,1.354225822e-07,2.705400336e-11,3.459570494e-04
94,full_grid,-0.033663366,-0.048514851,0.007734158,3.467615244e+02,1.225001472e-01,2.830702920e+03,4994,-8.991611096e-09,1.354225822e-07,2.705400336e-11,3.459570494e-04
95,full_grid,-0.033663366,0.048514851,0.007734158,3.467615244e+02,1.225001472e-01,2.830702920e+03,4994,-8.991611096e-09,1.354225822e-07,2.705400336e-11,3.459570494e-04
96,full_grid,0.033663366,-0.048514851,0.007734158,3.467615244e+02,1.225001472e-01,2.830702920e+03,4994,-8.991611096e-09,1.354225822e-07,2.705400336e-11,3.459570494e-04
97,full_grid,0.011386139,0.006930693,0.004760891,3.294939926e+03,1.267778733e-01,2.598986590e+04,5898,-9.507563711e-07,6.239013328e-05,2.235958127e-09,6.426845427e-02
98,full_grid,0.011386139,-0.006930693,0.004760891,3.294939926e+03,1.267778733e-01,2.598986590e+04,5898,-9.507563711e-07,6.239013328e-05,2.235958127e-09,6.426845427e-02
99,full_grid,0.006930693,0.011386139,0.004760891,3.294939926e+03,1.267778733e-01,2.598986590e+04,5898,-9.507563711e-07,6.239013328e-05,2.235958127e-09,6.426845427e-02
100,full_grid,-0.006930693,0.011386139,0.004760891,3.294939926e+03,1.267778733e-01,2.598986590e+04,5898,-9.507563711e-07,6.239013328e-05,2.235958127e-09,6.426845427e-02
101,full_grid,0.006930693,-0.011386139,0.004760891,3.294939926e+03,1.267778733e-01,2.598986590e+04,5898,-9.507563711e-07,6.239013328e-05,2.235958127e-09,6.426845427e-02
