rank,search_mode,x,y,z,p_abs,local_p_ratio,local_p_ref,local_p_sample_count,U,grad_norm,well_depth,lambda_min_conf
24,full_grid,-0.012376238,0.000000000,0.042351485,1.110662664e+03,6.626799895e-02,1.676016601e+04,5761,-7.301854112e-07,1.081111700e-04,2.695732648e-08,5.499833749e-02
25,full_grid,0.000000000,-0.012376238,0.042351485,1.110662664e+03,6.626799895e-02,1.676016601e+04,5761,-7.301854112e-07,1.081111700e-04,2.695732648e-08,5.499833749e-02
26,full_grid,0.016831683,0.012871287,0.004336139,4.070094296e+03,1.583372758e-01,2.570521865e+04,5616,-8.368792064e-07,2.024311266e-04,2.575958442e-08,1.985774672e-01
27,full_grid,-0.016831683,-0.012871287,0.004336139,4.070094296e+03,1.583372758e-01,2.570521865e+04,5616,-8.368792064e-07,2.024311266e-04,2.575958442e-08,1.985774672e-01
28,full_grid,-0.016831683,0.012871287,0.004336139,4.070094296e+03,1.583372758e-01,2.570521865e+04,5616,-8.368792064e-07,2.024311266e-04,2.575958442e-08,1.985774672e-01
29,full_grid,0.016831683,-0.012871287,0.004336139,4.070094296e+03,1.583372758e-01,2.570521865e+04,5616,-8.368792064e-07,2.024311266e-04,2.575958442e-08,1.985774672e-01
30,full_grid,0.012871287,-0.016831683,0.004336139,4.070094296e+03,1.583372758e-01,2.570521865e+04,5616,-8.368792064e-07,2.024311266e-04,2.575958442e-08,1.985774672e-01
31,full_grid,0.012871287,0.016831683,0.004336139,4.070094296e+03,1.583372758e-01,2.570521865e+04,5616,-8.368792064e-07,2.024311266e-04,2.575958442e-08,1.985774672e-01
32,full_grid,-0.012871287,-0.016831683,0.004336139,4.070094296e+03,1.583372758e-01,2.570521865e+04,5616,-8.368792064e-07,2.024311266e-04,2.575958442e-08,1.985774672e-01
33,full_grid,-0.012871287,0.016831683,0.004336139,4.070094296e+03,1.583372758e-01,2.570521865e+04,5616,-8.368792064e-07,2.024311266e-04,2.575958442e-08,1.985774672e-01
34,full_grid,-0.011386139,0.000000000,0.032157426,4.240799845e+03,2.374028177e-01,1.786330881e+04,6353,-7.370618053e-07,9.499819313e-05,2.468500759e-08,5.036235249e-02
35,full_grid,0.011386139,0.000000000,0.032157426,4.240799845e+03,2.374028177e-01,1.786330881e+04,6353,-7.370618053e-07,9.499819313e-05,2.468500759e-08,5.036235249e-02
36,full_grid,0.000000000,-0.011386139,0.032157426,4.240799845e+03,2.374028177e-01,1.786330881e+04,6353,-7.370618053e-07,9.499819313e-05,2.468500759e-08,5.036235249e-02
37,full_grid,0.000000000,0.011386139,0.032157426,4.240799845e+03,2.374028177e-01,1.786330881e+04,6353,-7.370618053e-07,9.499819313e-05,2.468500759e-08,5.036235249e-02
38,full_grid,0.016336634,-0.021287129,0.006035149,4.256888934e+03,1.793933838e-01,2.372935301e+04,6348,-7.501608460e-07,2.876316276e-05,2.365528822e-08,9.087940771e-02
39,full_grid,-0.016336634,-0.021287129,0.006035149,4.256888934e+03,1.793933838e-01,2.372935301e+04,6348,-7.501608460e-07,2.876316276e-05,2.365528822e-08,9.087940771e-02
40,full_grid,-0.016336634,0.021287129,0.006035149,4.256888934e+03,1.793933838e-01,2.372935301e+04,6348,-7.501608460e-07,2.876316276e-05,2.365528822e-08,9.087940771e-02
41,full_grid,0.021287129,0.016336634,0.006035149,4.256888934e+03,1.793933838e-01,2.372935301e+04,6348,-7.501608460e-07,2.876316276e-05,2.365528822e-08,9.087940771e-02
42,full_grid,-0.021287129,-0.016336634,0.006035149,4.256888934e+03,1.793933838e-01,2.372935301e+04,6348,-7.501608460e-07,2.876316276e-05,2.365528822e-08,9.087940771e-02
43,full_grid,0.016336634,0.021287129,0.006035149,4.256888934e+03,1.793933838e-01,2.372935301e+04,6348,-7.501608460e-07,2.876316276e-05,2.365528822e-08,9.087940771e-02
44,full_grid,-0.021287129,0.016336634,0.006035149,4.256888934e+03,1.793933838e-01,2.372935301e+04,6348,-7.501608460e-07,2.876316276e-05,2.365528822e-08,9.087940771e-02
45,full_grid,0.021287129,-0.016336634,0.006035149,4.256888934e+03,1.793933838e-01,2.372935301e+04,6348,-7.501608460e-07,2.876316276e-05,2.365528822e-08,9.087940771e-02
46,full_grid,-0.002970297,-0.002970297,0.020051980,7.250234462e+03,2.099962372e-01,3.452554464e+04,6353,-2.921084851e-06,3.311241719e-04,2.099605527e-08,3.730615146e-02
47,full_grid,-0.002970297,0.002970297,0.020051980,7.250234462e+03,2.099962372e-01,3.452554464e+04,6353,-2.921084851e-06,3.311241719e-04,2.099605527e-08,3.730615146e-02
48,full_grid,0.002970297,-0.002970297,0.020051980,7.250234462e+03,2.099962372e-01,3.452554464e+04,6353,-2.921084851e-06,3.311241719e-04,2.099605527e-08,3.730615146e-02
49,full_grid,0.002970297,0.002970297,0.020051980,7.250234462e+03,2.099962372e-01,3.452554464e+04,6353,-2.921084851e-06,3.311241719e-04,2.099605527e-08,3.730615146e-02
50,full_grid,0.000000000,-0.039108911,0.037466832,5.877792290e+03,1.996433661e-01,2.944146057e+04,6353,-1.865921614e-06,1.134028850e-04,1.861860698e-08,3.557853365e-02
51,full_grid,-0.039108911,0.000000000,0.037466832,5.877792290e+03,1.996433661e-01,2.944146057e+04,6353,-1.865921614e-06,1.134028850e-04,1.861860698e-08,3.557853365e-02
52,full_grid,0.000000000,0.039108911,0.037466832,5.877792290e+03,1.996433661e-01,2.944146057e+04,6353,-1.865921614e-06,1.134028850e-04,1.861860698e-08,3.557853365e-02
53,full_grid,0.039108911,0.000000000,0.037466832,5.877792290e+03,1.996433661e-01,2.944146057e+04,6353,-1.865921614e-06,1.134028850e-04,1.861860698e-08,3.557853365e-02
54,full_grid,-0.003465347,-0.003465347,0.015592079,6.638086956e+03,2.308940335e-01,2.874949541e+04,6353,-2.030948020e-06,5.466095043e-05,1.500699464e-08,5.196849711e-02
55,full_grid,0.003465347,-0.003465347,0.015592079,6.638086956e+03,2.308940335e-01,2.874949541e+04,6353,-2.030948020e-06,5.466095043e-05,1.500699464e-08,5.196849711e-02
56,full_grid,-0.003465347,0.003465347,0.015592079,6.638086956e+03,2.308940335e-01,2.874949541e+04,6353,-2.030948020e-06,5.466095043e-05,1.500699464e-08,5.196849711e-02
57,full_grid,0.003465347,0.003465347,0.015592079,6.638086956e+03,2.308940335e-01,2.874949541e+04,6353,-2.030948020e-06,5.466095043e-05,1.500699464e-08,5.196849711e-02
58,full_grid,0.022772277,0.000000000,0.042563861,6.689931451e+02,5.969008512e-02,1.120777670e+04,5616,-3.752753655e-07,3.207657119e-05,1.375080891e-08,3.138285794e-02
59,full_grid,0.000000000,-0.022772277,0.042563861,6.689931451e+02,5.969008512e-02,1.120777670e+04,5616,-3.752753655e-07,3.207657119e-05,1.375080891e-08,3.138285794e-02
60,full_grid,-0.022772277,0.000000000,0.042563861,6.689931451e+02,5.969008512e-02,1.120777670e+04,5616,-3.752753655e-07,3.207657119e-05,1.375080891e-08,3.138285794e-02
61,full_grid,0.000000000,0.022772277,0.042563861,6.689931451e+02,5.969008512e-02,1.120777670e+04,5616,-3.752753655e-07,3.207657119e-05,1.375080891e-08,3.138285794e-02
