rank,coarse_x,coarse_y,coarse_z,coarse_p_abs,coarse_local_p_ratio,coarse_U,coarse_grad_norm,coarse_well_depth,coarse_lambda_min_conf,refined_x,refined_y,refined_z,refined_distance_from_coarse,refined_p_abs,refined_box_p_ratio,refined_box_p_ref,refined_box_p_sample_count,refined_U,refined_grad_norm,refined_grad_ratio_to_coarse,refined_box_well_depth,refined_lambda_min_conf,refined_local_minimum_26,refined_hessian_positive,refined_minimum_on_edge,newton_dx,newton_dy,newton_dz,newton_offset_norm,newton_x,newton_y,newton_z,newton_in_refine_box,refine_validation_pass,refine_validation_reason,local_refine_radius,local_refine_grid_size,local_refine_dx,local_refine_dy,local_refine_dz
37,0.000000000e+00,1.138613861e-02,3.215742574e-02,4.235777863e+03,2.371984612e-01,-7.370852263e-07,9.462873849e-05,2.468690690e-08,5.036622747e-02,1.071875000e-04,1.157907611e-02,3.213598824e-02,2.217512243e-04,3.155037764e+03,2.444391875e-01,1.290725025e+04,1030301,-7.711609946e-07,3.546147866e-04,3.747432252e+00,3.782223266e-09,4.378181539e+01,True,True,False,5.281629322e-06,1.594064911e-06,4.110457008e-06,6.879862502e-06,1.124691293e-04,1.158067018e-02,3.214009870e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
38,1.633663366e-02,2.128712871e-02,6.035148515e-03,4.266451723e+03,1.798227195e-01,-7.499764136e-07,2.858150694e-05,2.356300124e-08,9.087025509e-02,1.620800866e-02,2.137287871e-02,5.992273515e-03,1.604235605e-04,5.426597752e+03,3.893954370e-01,1.393595619e+04,1030301,-7.944361219e-07,1.122368258e-04,3.926903716e+00,8.841990974e-10,1.122026612e+01,True,True,False,3.246004022e-06,2.554436473e-06,1.305665859e-06,4.332026217e-06,1.621125467e-02,2.137543315e-02,5.993579181e-03,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
39,-1.633663366e-02,2.128712871e-02,6.035148515e-03,4.266451723e+03,1.798227195e-01,-7.499764136e-07,2.858150694e-05,2.356300124e-08,9.087025509e-02,-1.620800866e-02,2.137287871e-02,5.992273515e-03,1.604235605e-04,5.426597752e+03,3.893954370e-01,1.393595619e+04,1030301,-7.944361219e-07,1.122368258e-04,3.926903716e+00,8.841990974e-10,1.122026612e+01,True,True,False,-3.246004022e-06,2.554436473e-06,1.305665859e-06,4.332026217e-06,-1.621125467e-02,2.137543315e-02,5.993579181e-03,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
40,1.633663366e-02,-2.128712871e-02,6.035148515e-03,4.266451723e+03,1.798227195e-01,-7.499764136e-07,2.858150694e-05,2.356300124e-08,9.087025509e-02,1.620800866e-02,-2.137287871e-02,5.992273515e-03,1.604235605e-04,5.426597752e+03,3.893954370e-01,1.393595619e+04,1030301,-7.944361219e-07,1.122368258e-04,3.926903715e+00,8.841990975e-10,1.122026612e+01,True,True,False,3.246004022e-06,-2.554436473e-06,1.305665859e-06,4.332026216e-06,1.621125467e-02,-2.137543315e-02,5.993579181e-03,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
41,2.128712871e-02,-1.633663366e-02,6.035148515e-03,4.266451723e+03,1.798227195e-01,-7.499764136e-07,2.858150694e-05,2.356300124e-08,9.087025509e-02,2.137287871e-02,-1.620800866e-02,5.992273515e-03,1.604235605e-04,5.426597752e+03,3.893954370e-01,1.393595619e+04,1030301,-7.944361219e-07,1.122368258e-04,3.926903715e+00,8.841990975e-10,1.122026612e+01,True,True,False,2.554436473e-06,-3.246004022e-06,1.305665859e-06,4.332026216e-06,2.137543315e-02,-1.621125467e-02,5.993579181e-03,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
42,-1.633663366e-02,-2.128712871e-02,6.035148515e-03,4.266451723e+03,1.798227195e-01,-7.499764136e-07,2.858150694e-05,2.356300124e-08,9.087025509e-02,-1.620800866e-02,-2.137287871e-02,5.992273515e-03,1.604235605e-04,5.426597752e+03,3.893954370e-01,1.393595619e+04,1030301,-7.944361219e-07,1.122368258e-04,3.926903715e+00,8.841990975e-10,1.122026612e+01,True,True,False,-3.246004022e-06,-2.554436473e-06,1.305665859e-06,4.332026216e-06,-1.621125467e-02,-2.137543315e-02,5.993579181e-03,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
43,2.128712871e-02,1.633663366e-02,6.035148515e-03,4.266451723e+03,1.798227195e-01,-7.499764136e-07,2.858150694e-05,2.356300124e-08,9.087025509e-02,2.137287871e-02,1.620800866e-02,5.992273515e-03,1.604235605e-04,5.426597752e+03,3.893954370e-01,1.393595619e+04,1030301,-7.944361219e-07,1.122368258e-04,3.926903715e+00,8.841990975e-10,1.122026612e+01,True,True,False,2.554436473e-06,3.246004022e-06,1.305665859e-06,4.332026216e-06,2.137543315e-02,1.621125467e-02,5.993579181e-03,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
44,-2.128712871e-02,-1.633663366e-02,6.035148515e-03,4.266451723e+03,1.798227195e-01,-7.499764136e-07,2.858150694e-05,2.356300124e-08,9.087025509e-02,-2.137287871e-02,-1.620800866e-02,5.992273515e-03,1.604235605e-04,5.426597752e+03,3.893954370e-01,1.393595619e+04,1030301,-7.944361219e-07,1.122368258e-04,3.926903715e+00,8.841990975e-10,1.122026612e+01,True,True,False,-2.554436473e-06,-3.246004022e-06,1.305665859e-06,4.332026216e-06,-2.137543315e-02,-1.621125467e-02,5.993579181e-03,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
45,-2.128712871e-02,1.633663366e-02,6.035148515e-03,4.266451723e+03,1.798227195e-01,-7.499764136e-07,2.858150694e-05,2.356300124e-08,9.087025509e-02,-2.137287871e-02,1.620800866e-02,5.992273515e-03,1.604235605e-04,5.426597752e+03,3.893954370e-01,1.393595619e+04,1030301,-7.944361219e-07,1.122368258e-04,3.926903715e+00,8.841990975e-10,1.122026612e+01,True,True,False,-2.554436473e-06,3.246004022e-06,1.305665859e-06,4.332026216e-06,-2.137543315e-02,1.621125467e-02,5.993579181e-03,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
46,-2.970297030e-03,-2.970297030e-03,2.005198020e-02,7.250887580e+03,2.099695437e-01,-2.921438796e-06,3.319334056e-04,2.068927805e-08,3.751128148e-02,-2.948859530e-03,-2.948859530e-03,1.992335520e-02,1.321496252e-04,6.581662084e+03,2.644860158e-01,2.488472619e+04,1030301,-2.977012336e-06,7.873115505e-04,2.371896101e+00,4.105179557e-09,9.480507904e+01,True,True,False,4.587578826e-06,4.587578826e-06,-2.052237496e-07,6.491061220e-06,-2.944271951e-03,-2.944271951e-03,1.992314997e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
47,2.970297030e-03,-2.970297030e-03,2.005198020e-02,7.250887580e+03,2.099695437e-01,-2.921438796e-06,3.319334056e-04,2.068927805e-08,3.751128148e-02,2.948859530e-03,-2.948859530e-03,1.992335520e-02,1.321496252e-04,6.581662084e+03,2.644860158e-01,2.488472619e+04,1030301,-2.977012336e-06,7.873115505e-04,2.371896101e+00,4.105179556e-09,9.480507904e+01,True,True,False,-4.587578826e-06,4.587578826e-06,-2.052237496e-07,6.491061220e-06,2.944271951e-03,-2.944271951e-03,1.992314997e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
48,-2.970297030e-03,2.970297030e-03,2.005198020e-02,7.250887580e+03,2.099695437e-01,-2.921438796e-06,3.319334056e-04,2.068927805e-08,3.751128148e-02,-2.948859530e-03,2.948859530e-03,1.992335520e-02,1.321496252e-04,6.581662084e+03,2.644860158e-01,2.488472619e+04,1030301,-2.977012336e-06,7.873115505e-04,2.371896101e+00,4.105179556e-09,9.480507904e+01,True,True,False,4.587578826e-06,-4.587578826e-06,-2.052237496e-07,6.491061220e-06,-2.944271951e-03,2.944271951e-03,1.992314997e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
49,2.970297030e-03,2.970297030e-03,2.005198020e-02,7.250887580e+03,2.099695437e-01,-2.921438796e-06,3.319334056e-04,2.068927805e-08,3.751128148e-02,2.948859530e-03,2.948859530e-03,1.992335520e-02,1.321496252e-04,6.581662084e+03,2.644860158e-01,2.488472619e+04,1030301,-2.977012336e-06,7.873115505e-04,2.371896101e+00,4.105179556e-09,9.480507904e+01,True,True,False,-4.587578826e-06,-4.587578826e-06,-2.052237496e-07,6.491061220e-06,2.944271951e-03,2.944271951e-03,1.992314997e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
50,0.000000000e+00,-3.910891089e-02,3.746683168e-02,5.873848376e+03,1.995196842e-01,-1.865847772e-06,1.132427614e-04,1.862346619e-08,3.557576965e-02,0.000000000e+00,-3.930184839e-02,3.738108168e-02,2.111348891e-04,5.377668213e+03,2.767143493e-01,1.943400559e+04,1030301,-1.883386499e-06,3.926100437e-05,3.466976951e-01,1.731496684e-09,1.323255409e+01,True,True,False,-7.665268763e-18,-1.853032036e-06,1.128187406e-06,2.169454897e-06,-7.665268763e-18,-3.930370142e-02,3.738220987e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
51,-3.910891089e-02,0.000000000e+00,3.746683168e-02,5.873848376e+03,1.995196842e-01,-1.865847772e-06,1.132427614e-04,1.862346619e-08,3.557576965e-02,-3.930184839e-02,0.000000000e+00,3.738108168e-02,2.111348891e-04,5.377668213e+03,2.767143493e-01,1.943400559e+04,1030301,-1.883386499e-06,3.926100438e-05,3.466976951e-01,1.731496684e-09,1.323255409e+01,True,True,False,-1.853032036e-06,7.658992770e-18,1.128187407e-06,2.169454897e-06,-3.930370142e-02,7.658992770e-18,3.738220987e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
52,0.000000000e+00,3.910891089e-02,3.746683168e-02,5.873848376e+03,1.995196842e-01,-1.865847772e-06,1.132427614e-04,1.862346619e-08,3.557576965e-02,0.000000000e+00,3.930184839e-02,3.738108168e-02,2.111348891e-04,5.377668213e+03,2.767143493e-01,1.943400559e+04,1030301,-1.883386499e-06,3.926100436e-05,3.466976950e-01,1.731496684e-09,1.323255409e+01,True,True,False,-1.143700697e-17,1.853032036e-06,1.128187406e-06,2.169454896e-06,-1.143700697e-17,3.930370142e-02,3.738220987e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
53,3.910891089e-02,0.000000000e+00,3.746683168e-02,5.873848376e+03,1.995196842e-01,-1.865847772e-06,1.132427614e-04,1.862346619e-08,3.557576965e-02,3.930184839e-02,0.000000000e+00,3.738108168e-02,2.111348891e-04,5.377668213e+03,2.767143493e-01,1.943400559e+04,1030301,-1.883386499e-06,3.926100437e-05,3.466976950e-01,1.731496684e-09,1.323255409e+01,True,True,False,1.853032036e-06,2.895070307e-17,1.128187406e-06,2.169454897e-06,3.930370142e-02,2.895070307e-17,3.738220987e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
54,-3.465346535e-03,-3.465346535e-03,1.559207921e-02,6.638161941e+03,2.308960265e-01,-2.031260983e-06,5.411546542e-05,1.495766667e-08,5.197976096e-02,-2.993721535e-03,-2.993721535e-03,1.548489171e-02,6.755364101e-04,8.314772733e+03,4.032003241e-01,2.062193961e+04,1030301,-2.083574334e-06,7.262797106e-04,1.342092699e+01,8.322486427e-09,8.467458453e+01,True,True,False,-2.223830661e-06,-2.223830661e-06,-7.564053905e-06,8.191810368e-06,-2.995945365e-03,-2.995945365e-03,1.547732765e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
55,3.465346535e-03,-3.465346535e-03,1.559207921e-02,6.638161941e+03,2.308960265e-01,-2.031260983e-06,5.411546542e-05,1.495766667e-08,5.197976096e-02,2.993721535e-03,-2.993721535e-03,1.548489171e-02,6.755364101e-04,8.314772733e+03,4.032003241e-01,2.062193961e+04,1030301,-2.083574334e-06,7.262797106e-04,1.342092699e+01,8.322486427e-09,8.467458453e+01,True,True,False,2.223830661e-06,-2.223830661e-06,-7.564053905e-06,8.191810368e-06,2.995945365e-03,-2.995945365e-03,1.547732765e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
56,-3.465346535e-03,3.465346535e-03,1.559207921e-02,6.638161941e+03,2.308960265e-01,-2.031260983e-06,5.411546542e-05,1.495766667e-08,5.197976096e-02,-2.993721535e-03,2.993721535e-03,1.548489171e-02,6.755364101e-04,8.314772733e+03,4.032003241e-01,2.062193961e+04,1030301,-2.083574334e-06,7.262797106e-04,1.342092699e+01,8.322486427e-09,8.467458453e+01,True,True,False,-2.223830661e-06,2.223830661e-06,-7.564053905e-06,8.191810368e-06,-2.995945365e-03,2.995945365e-03,1.547732765e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
57,3.465346535e-03,3.465346535e-03,1.559207921e-02,6.638161941e+03,2.308960265e-01,-2.031260983e-06,5.411546542e-05,1.495766667e-08,5.197976096e-02,2.993721535e-03,2.993721535e-03,1.548489171e-02,6.755364101e-04,8.314772733e+03,4.032003241e-01,2.062193961e+04,1030301,-2.083574334e-06,7.262797106e-04,1.342092699e+01,8.322486427e-09,8.467458453e+01,True,True,False,2.223830661e-06,2.223830661e-06,-7.564053905e-06,8.191810368e-06,2.995945365e-03,2.995945365e-03,1.547732765e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
58,2.277227723e-02,0.000000000e+00,4.256386139e-02,6.700977802e+02,5.982924560e-02,-3.747943799e-07,3.208731421e-05,1.367699356e-08,3.132271733e-02,2.242927723e-02,6.431250000e-05,4.256386139e-02,3.489772165e-04,4.892620833e+02,6.296629258e-02,7.770222182e+03,1030301,-3.862308276e-07,1.489344297e-04,4.641536177e+00,8.776342097e-10,1.070643055e+01,True,True,False,6.467925015e-06,-1.579438025e-06,-2.276509660e-06,7.036417747e-06,2.243574515e-02,6.273306198e-05,4.256158488e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
59,0.000000000e+00,-2.277227723e-02,4.256386139e-02,6.700977802e+02,5.982924560e-02,-3.747943799e-07,3.208731421e-05,1.367699356e-08,3.132271733e-02,-6.431250000e-05,-2.242927723e-02,4.256386139e-02,3.489772165e-04,4.892620833e+02,6.296629258e-02,7.770222182e+03,1030301,-3.862308276e-07,1.489344297e-04,4.641536177e+00,8.776342097e-10,1.070643055e+01,True,True,False,1.579438025e-06,-6.467925016e-06,-2.276509660e-06,7.036417747e-06,-6.273306198e-05,-2.243574515e-02,4.256158488e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
60,0.000000000e+00,2.277227723e-02,4.256386139e-02,6.700977802e+02,5.982924560e-02,-3.747943799e-07,3.208731421e-05,1.367699356e-08,3.132271733e-02,6.431250000e-05,2.242927723e-02,4.256386139e-02,3.489772165e-04,4.892620833e+02,6.296629258e-02,7.770222182e+03,1030301,-3.862308276e-07,1.489344297e-04,4.641536177e+00,8.776342097e-10,1.070643055e+01,True,True,False,-1.579438025e-06,6.467925016e-06,-2.276509660e-06,7.036417747e-06,6.273306198e-05,2.243574515e-02,4.256158488e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
61,-2.277227723e-02,0.000000000e+00,4.256386139e-02,6.700977802e+02,5.982924560e-02,-3.747943799e-07,3.208731421e-05,1.367699356e-08,3.132271733e-02,-2.242927723e-02,6.431250000e-05,4.256386139e-02,3.489772165e-04,4.892620833e+02,6.296629258e-02,7.770222182e+03,1030301,-3.862308276e-07,1.489344297e-04,4.641536177e+00,8.776342098e-10,1.070643055e+01,True,True,False,-6.467925016e-06,-1.579438025e-06,-2.276509660e-06,7.036417747e-06,-2.243574515e-02,6.273306198e-05,4.256158488e-02,True,True,pass,1.071875000e-03,101,2.143750000e-05,2.143750000e-05,2.143750000e-05
