rank,search_mode,x,y,z,p_abs,local_p_ratio,local_p_ref,local_p_sample_count,U,grad_norm,well_depth,lambda_min_conf
69,full_grid,-0.026732673,0.044059406,0.042351485,1.512472460e+02,3.100547103e-02,4.878082511e+03,5761,-4.718414475e-08,1.491672295e-06,-5.422548691e-10,3.768856579e-04
70,full_grid,-0.026237624,-0.026237624,0.015592079,1.534164292e+04,9.064931340e-01,1.692416891e+04,6353,-2.033615102e-07,1.557593000e-06,3.954425688e-09,5.965133658e-03
71,full_grid,-0.026237624,0.026237624,0.015592079,1.534164292e+04,9.064931340e-01,1.692416891e+04,6353,-2.033615102e-07,1.557593000e-06,3.954425688e-09,5.965133659e-03
72,full_grid,-0.022772277,-0.022772277,0.009220792,1.758293654e+04,8.031187230e-01,2.189332167e+04,6353,-4.413902991e-07,1.695985013e-05,1.123532086e-08,3.322932036e-02
73,full_grid,-0.022772277,0.000000000,0.042563861,6.700977802e+02,5.982924560e-02,1.120017098e+04,5616,-3.747943799e-07,3.208731421e-05,1.367699356e-08,3.132271733e-02
74,full_grid,-0.022772277,0.022772277,0.009220792,1.758293654e+04,8.031187230e-01,2.189332167e+04,6353,-4.413902991e-07,1.695985013e-05,1.123532086e-08,3.322932036e-02
75,full_grid,-0.022277228,-0.021782178,0.019414851,5.955753039e+03,4.413926244e-01,1.349309596e+04,6353,-1.077133392e-07,1.408902416e-05,1.319588339e-09,2.004785724e-03
76,full_grid,-0.021782178,-0.036138614,0.003699010,1.541155572e+03,2.741093911e-01,5.622410696e+03,5085,-3.063164830e-08,1.924692445e-06,-5.928536172e-10,1.207298235e-03
77,full_grid,-0.021782178,-0.021287129,0.014317822,1.060544909e+04,5.399720855e-01,1.964073583e+04,6353,-2.889931588e-07,5.787495084e-06,4.310027548e-09,7.259132531e-03
78,full_grid,-0.021782178,-0.018316832,0.008583663,6.064832809e+03,2.666180226e-01,2.274727249e+04,6353,-6.276669694e-07,3.279825378e-05,7.012848945e-09,8.185994828e-02
79,full_grid,-0.021782178,-0.010396040,0.009645545,9.134858464e+03,3.873648008e-01,2.358205610e+04,6353,-7.339464575e-07,4.163574526e-05,3.145735296e-08,7.809826089e-02
80,full_grid,-0.021782178,0.000000000,0.021963366,4.972929647e+03,3.245993554e-01,1.532020802e+04,6353,-3.753116738e-07,1.538430463e-05,7.355843533e-09,1.500739198e-02
81,full_grid,-0.021782178,0.000000000,0.026423267,2.734503499e+03,2.175029580e-01,1.257225890e+04,6353,-1.740626412e-07,1.565831458e-05,6.756666764e-09,1.378495153e-02
82,full_grid,-0.021782178,0.010396040,0.009645545,9.134858464e+03,3.873648008e-01,2.358205610e+04,6353,-7.339464575e-07,4.163574526e-05,3.145735296e-08,7.809826089e-02
83,full_grid,-0.021782178,0.018316832,0.008583663,6.064832809e+03,2.666180226e-01,2.274727249e+04,6353,-6.276669694e-07,3.279825378e-05,7.012848945e-09,8.185994828e-02
84,full_grid,-0.021782178,0.021287129,0.014317822,1.060544909e+04,5.399720855e-01,1.964073583e+04,6353,-2.889931588e-07,5.787495084e-06,4.310027548e-09,7.259132531e-03
85,full_grid,-0.021782178,0.022277228,0.019414851,5.955753039e+03,4.413926244e-01,1.349309596e+04,6353,-1.077133392e-07,1.408902416e-05,1.319588339e-09,2.004785724e-03
86,full_grid,-0.021782178,0.036138614,0.003699010,1.541155572e+03,2.741093911e-01,5.622410696e+03,5085,-3.063164830e-08,1.924692445e-06,-5.928536172e-10,1.207298235e-03
87,full_grid,-0.021287129,-0.016336634,0.006035149,4.266451723e+03,1.798227195e-01,2.372587699e+04,6348,-7.499764136e-07,2.858150694e-05,2.356300124e-08,9.087025509e-02
88,full_grid,-0.021287129,-0.002475248,0.007946535,6.688953795e+03,2.915177685e-01,2.294526961e+04,6353,-1.075809501e-06,9.173504243e-05,2.865435038e-08,7.288680709e-02
89,full_grid,-0.021287129,0.000000000,0.017291089,7.825737187e+03,3.894682862e-01,2.009338748e+04,6353,-7.053043698e-07,1.022573683e-04,9.168618313e-09,2.151226632e-02
90,full_grid,-0.021287129,0.002475248,0.007946535,6.688953795e+03,2.915177685e-01,2.294526961e+04,6353,-1.075809501e-06,9.173504243e-05,2.865435038e-08,7.288680709e-02
91,full_grid,-0.021287129,0.016336634,0.006035149,4.266451723e+03,1.798227195e-01,2.372587699e+04,6348,-7.499764136e-07,2.858150694e-05,2.356300124e-08,9.087025509e-02
92,full_grid,-0.020792079,-0.009900990,0.004760891,1.242952880e+04,4.765966298e-01,2.607976647e+04,5898,-1.284904386e-06,1.275312493e-04,3.608149890e-08,1.940681992e-01
93,full_grid,-0.020792079,0.000000000,0.003699010,1.581519854e+04,5.813995112e-01,2.720194674e+04,5085,-2.358708090e-06,2.332618814e-04,5.662537198e-08,1.669555413e-01
94,full_grid,-0.020792079,0.009900990,0.004760891,1.242952880e+04,4.765966298e-01,2.607976647e+04,5898,-1.284904386e-06,1.275312493e-04,3.608149890e-08,1.940681992e-01
95,full_grid,-0.020297030,-0.034653465,0.004548515,1.909347854e+03,3.104921465e-01,6.149423988e+03,5761,-3.250984526e-08,1.704604810e-06,5.573479073e-10,1.205728042e-03
96,full_grid,-0.020297030,-0.020297030,0.037679208,2.607383885e+02,1.299608303e-01,2.006284415e+03,6353,-9.886460917e-09,5.503255759e-07,1.286194478e-10,3.969602222e-04
97,full_grid,-0.020297030,-0.018316832,0.003274257,8.185406229e+03,3.529770961e-01,2.318962425e+04,4679,-7.550443623e-07,1.710048084e-04,2.886785455e-08,5.634039643e-02
98,full_grid,-0.020297030,-0.002475248,0.012831188,7.788788919e+03,3.459888612e-01,2.251167535e+04,6353,-9.832002148e-07,1.030932401e-04,5.906006231e-09,4.451575715e-02
99,full_grid,-0.020297030,0.000000000,0.012618812,8.036347238e+03,3.629969922e-01,2.213888107e+04,6353,-9.704596946e-07,7.619913966e-06,2.929810803e-09,5.977400000e-03
100,full_grid,-0.020297030,0.002475248,0.012831188,7.788788919e+03,3.459888612e-01,2.251167535e+04,6353,-9.832002148e-07,1.030932401e-04,5.906006231e-09,4.451575715e-02
101,full_grid,-0.020297030,0.018316832,0.003274257,8.185406229e+03,3.529770961e-01,2.318962425e+04,4679,-7.550443623e-07,1.710048084e-04,2.886785455e-08,5.634039643e-02
102,full_grid,-0.020297030,0.020297030,0.037679208,2.607383885e+02,1.299608303e-01,2.006284415e+03,6353,-9.886460917e-09,5.503255759e-07,1.286194478e-10,3.969602222e-04
103,full_grid,-0.020297030,0.034653465,0.004548515,1.909347854e+03,3.104921465e-01,6.149423988e+03,5761,-3.250984526e-08,1.704604810e-06,5.573479073e-10,1.205728042e-03
104,full_grid,-0.019801980,-0.019801980,0.042563861,2.026387930e+02,9.778315862e-02,2.072328158e+03,5616,-1.161938830e-08,1.483538607e-06,6.673157957e-10,1.014369731e-03
105,full_grid,-0.019801980,0.019801980,0.042563861,2.026387930e+02,9.778315862e-02,2.072328158e+03,5616,-1.161938830e-08,1.483538607e-06,6.673157957e-10,1.014369731e-03
106,full_grid,-0.018316832,-0.021782178,0.008583663,6.064832809e+03,2.666180226e-01,2.274727249e+04,6353,-6.276669694e-07,3.279825378e-05,7.012848945e-09,8.185994828e-02
107,full_grid,-0.018316832,-0.020297030,0.003274257,8.185406229e+03,3.529770961e-01,2.318962425e+04,4679,-7.550443623e-07,1.710048084e-04,2.886785455e-08,5.634039643e-02
108,full_grid,-0.018316832,-0.013366337,0.010070297,5.358578684e+03,2.313675061e-01,2.316046352e+04,6353,-5.464096786e-07,2.239129696e-05,4.944685011e-10,3.325100156e-02
109,full_grid,-0.018316832,0.013366337,0.010070297,5.358578684e+03,2.313675061e-01,2.316046352e+04,6353,-5.464096786e-07,2.239129696e-05,4.944685011e-10,3.325100156e-02
110,full_grid,-0.018316832,0.020297030,0.003274257,8.185406229e+03,3.529770961e-01,2.318962425e+04,4679,-7.550443623e-07,1.710048084e-04,2.886785455e-08,5.634039643e-02
111,full_grid,-0.018316832,0.021782178,0.008583663,6.064832809e+03,2.666180226e-01,2.274727249e+04,6353,-6.276669694e-07,3.279825378e-05,7.012848945e-09,8.185994828e-02
112,full_grid,-0.016831683,-0.012871287,0.004336139,4.071263133e+03,1.583792783e-01,2.570578157e+04,5616,-8.367539070e-07,2.025115811e-04,2.573872760e-08,1.985125139e-01
113,full_grid,-0.016831683,0.012871287,0.004336139,4.071263133e+03,1.583792783e-01,2.570578157e+04,5616,-8.367539070e-07,2.025115811e-04,2.573872760e-08,1.985125139e-01
114,full_grid,-0.016336634,-0.021287129,0.006035149,4.266451723e+03,1.798227195e-01,2.372587699e+04,6348,-7.499764136e-07,2.858150694e-05,2.356300124e-08,9.087025509e-02
115,full_grid,-0.016336634,-0.013366337,0.002212376,3.439393984e+03,1.289988847e-01,2.666219937e+04,3538,-5.242092102e-07,6.678062675e-05,1.423274658e-09,8.672232698e-02
116,full_grid,-0.016336634,0.013366337,0.002212376,3.439393984e+03,1.289988847e-01,2.666219937e+04,3538,-5.242092102e-07,6.678062675e-05,1.423274658e-09,8.672232698e-02
117,full_grid,-0.016336634,0.021287129,0.006035149,4.266451723e+03,1.798227195e-01,2.372587699e+04,6348,-7.499764136e-07,2.858150694e-05,2.356300124e-08,9.087025509e-02
118,full_grid,-0.015346535,-0.043564356,0.016441584,9.947987210e+01,2.960606734e-02,3.360117740e+03,6353,-1.756108720e-08,3.512597025e-07,-7.076753875e-10,1.428907194e-04
119,full_grid,-0.015346535,-0.003960396,0.004973267,4.902997560e+03,1.991308739e-01,2.462198585e+04,6019,-9.768639483e-07,1.252266468e-04,4.473881687e-08,1.821524365e-01
120,full_grid,-0.015346535,0.003960396,0.004973267,4.902997560e+03,1.991308739e-01,2.462198585e+04,6019,-9.768639483e-07,1.252266468e-04,4.473881687e-08,1.821524365e-01
121,full_grid,-0.015346535,0.043564356,0.016441584,9.947987210e+01,2.960606734e-02,3.360117740e+03,6353,-1.756108720e-08,3.512597025e-07,-7.076753875e-10,1.428907194e-04
122,full_grid,-0.014851485,-0.010891089,0.006884653,1.023578731e+04,3.891863093e-01,2.630048146e+04,6353,-8.192896967e-07,5.456640107e-05,-4.112849599e-08,1.017510510e-02
123,full_grid,-0.014851485,-0.003465347,0.009857921,8.508815736e+03,3.571706831e-01,2.382282796e+04,6353,-1.024265066e-06,3.830639470e-05,3.080686096e-09,1.458324319e-02
124,full_grid,-0.014851485,0.003465347,0.009857921,8.508815736e+03,3.571706831e-01,2.382282796e+04,6353,-1.024265066e-06,3.830639470e-05,3.080686096e-09,1.458324319e-02
125,full_grid,-0.014851485,0.010891089,0.006884653,1.023578731e+04,3.891863093e-01,2.630048146e+04,6353,-8.192896967e-07,5.456640107e-05,-4.112849599e-08,1.017510510e-02
126,full_grid,-0.014356436,-0.000495050,0.023874752,1.210040933e+03,7.660066407e-02,1.579674207e+04,6353,-6.785586045e-07,3.452492073e-05,0.000000000e+00,1.009613611e-02
