rank,search_mode,x,y,z,p_abs,local_p_ratio,local_p_ref,local_p_sample_count,U,grad_norm,well_depth,lambda_min_conf
47,full_grid,-0.032178218,0.046039604,0.009008416,6.665807590e+02,2.277022985e-01,2.927422180e+03,6353,-9.267179978e-09,2.266414120e-07,1.272199679e-10,2.026959695e-04
48,full_grid,-0.031683168,-0.032178218,0.028759406,8.670071630e+03,7.523896013e-01,1.152338046e+04,6353,-1.422621927e-07,1.745097302e-06,6.483976735e-10,2.514229032e-03
49,full_grid,-0.031683168,0.032178218,0.028759406,8.670071630e+03,7.523896013e-01,1.152338046e+04,6353,-1.422621927e-07,1.745097302e-06,6.483976735e-10,2.514229032e-03
50,full_grid,-0.031188119,-0.043564356,0.009857921,7.296410711e+02,2.540672528e-01,2.871842250e+03,6353,-9.200978670e-09,4.022861262e-07,6.460810012e-11,2.433429729e-04
51,full_grid,-0.031188119,-0.031683168,0.023874752,1.036897127e+04,8.262348769e-01,1.254966543e+04,6353,-1.710499126e-07,5.188919039e-06,1.203223597e-09,6.900598582e-03
52,full_grid,-0.031188119,0.031683168,0.023874752,1.036897127e+04,8.262348769e-01,1.254966543e+04,6353,-1.710499126e-07,5.188919039e-06,1.203223597e-09,6.900598582e-03
53,full_grid,-0.031188119,0.043564356,0.009857921,7.296410711e+02,2.540672528e-01,2.871842250e+03,6353,-9.200978670e-09,4.022861262e-07,6.460810012e-11,2.433429729e-04
54,full_grid,-0.030693069,0.000000000,0.028971782,1.254605260e+04,5.134286264e-01,2.443582603e+04,6353,-1.217715336e-06,8.194121188e-05,1.474733528e-08,4.522845610e-02
55,full_grid,-0.030198020,0.000000000,0.024087129,1.194146355e+04,4.940594150e-01,2.417009611e+04,6353,-1.154628623e-06,5.046778169e-05,1.804797226e-08,3.682147301e-02
56,full_grid,-0.029702970,-0.001980198,0.005822772,6.925527625e+03,5.781497517e-01,1.197877817e+04,6323,-1.442122082e-07,9.047981102e-06,6.615172024e-09,1.483835383e-02
57,full_grid,-0.029702970,0.001980198,0.005822772,6.925527625e+03,5.781497517e-01,1.197877817e+04,6323,-1.442122082e-07,9.047981102e-06,6.615172024e-09,1.483835383e-02
